0,AgAsO,5.0224,5.3412,1,1,149.77611954199375,104.04599911464436
0,AgNbO,2.8228,5.8654,22,41,151.56850492296346,106.05406174053952
0,AgPO,1.5951,4.7272,54,1,140.3751977474256,95.10883913172313
0,AgSbO,5.5359,6.2258,1,1,146.9355508021221,103.02431343951645
0,AgTaO,3.1087,6.3373,14,9,154.6028866979519,105.59887871605197
0,AgVO,2.5416,4.9729,14,1,144.70355410885367,126.98197801516264
0,AuNbO,3.9684,5.3529,23,11,149.02278575746607,103.78311954553257
0,AuPO,1.8658,4.7409,53,52,23.944109275557256,71.24899410123838
0,AuSbO,6.1567,6.0681,15,1,144.12927877427128,101.94011371378474
0,AuTaO,4.1455,6.4279,17,11,151.76192229177738,104.71353856277854
0,AuVO,2.8547,4.1261,3,41,152.8592096163897,95.89850569495232
0,BaGeO,2.8422,3.6311,1,1,179.97332352276675,109.47031907644022
0,BaHfO,1.4388,6.5596,1,1,179.89757485713244,109.46954505645564
0,BaSnO,3.1553,5.6355,1,1,177.31375291632628,109.42142092974979
0,BaTiO,2.2114,5.3512,1,1,179.97568542189182,109.46955295287184
0,BaZrO,2.7078,7.4554,1,1,174.35332911445167,109.27412411478956
0,BeGeO,3.3733,8.4218,1,1,123.47012421791332,91.9677698627287
0,BeSiO,5.0274,13.058,1,1,127.87746376212114,94.35790118571319
0,BeSnO,3.3869,7.7814,1,1,118.09545180949718,88.89016769183858
0,BiAlO,6.433,10.4499,16,10,158.8988550616385,106.77753682695631
0,BiGaO,5.4656,9.2178,52,51,151.95694262399,104.77936075017553
0,BiInO,4.7766,9.0265,56,54,142.26577883327667,110.3784975570419
0,BiTlO,4.2643,6.8538,19,1,136.57491891116368,109.75807682755418
0,CaGeO,3.3904,7.1382,30,1,155.90640088396563,105.97684722108998
0,CaHfO,1.3471,7.2799,1,1,146.1728450915747,102.73724879201848
0,CaSiO,5.1521,11.2437,1,1,168.3669590255295,108.64045828281064
0,CaSnO,3.2162,7.2985,9,1,145.39174549140787,102.43748476322833
0,CaTiO,2.4433,6.2413,1,1,153.94781145039997,105.40211819365517
0,CdGeO,2.9076,5.7328,1,1,148.69709115309738,103.66723440653541
0,CdHfO,0.8283,4.8708,1,1,141.58713467110218,100.89638506648507
0,CdSiO,4.3157,8.784,1,1,156.07898707129385,106.02532707431736
0,CdSnO,2.9168,5.3748,1,1,140.5473631514112,100.45335410485288
0,CdTiO,1.8493,5.4573,1,1,147.72999650340154,103.31808799287802
0,CdZrO,2.297,6.424,12,1,140.31590741990968,100.35342497425177
0,CsAsO,-0.5192,2.1328,20,1,177.68289298747695,119.16191206622202
0,CsNbO,0.6701,3.5819,1,1,176.8778674148493,111.00672852300356
0,CsPO,-1.962,3.2606,1,1,174.75703433931074,101.21753303903378
0,CsSbO,3.0351,3.0352,1,1,179.9851967127711,109.47064642577377
0,CsTaO,0.7583,4.5619,1,1,177.5033863744343,110.69032411836223
0,CsVO,-0.7267,3.2785,1,54,173.78745792334513,117.71050307086885
0,CuNbO,3.631,4.9221,38,41,135.7536154651835,98.2904767376045
0,CuPO,7.8746,8.6581,13,1,146.32114737790738,102.79325875432664
0,CuSbO,6.2438,6.2675,1,1,133.08811468394467,97.01159659283603
0,CuTaO,3.9882,6.0292,15,9,137.58581185254656,99.14040374276583
0,KAsO,2.1062,1.9536,1,2,179.94594285875047,109.46757849650398
0,KNbO,0.4437,3.1479,1,1,179.94570536063506,109.4712284462886
0,KPO,-2.0419,4.7455,56,1,155.6221017411213,112.91893658038735
0,KSbO,2.6358,3.3564,1,1,172.00491878960005,109.07732121792517
0,KVO,-0.4091,3.155,1,12,169.0318294794239,101.97768467927708
0,LaAlO,6.931,12.4885,11,1,166.51111654484194,108.35779930904727
0,LaGaO,5.7522,11.3296,12,1,155.67089904271592,105.90940578103623
0,LaTlO,5.3045,7.3844,1,1,136.62103396304906,98.6986600994246
0,LiNbO,0.3776,5.1384,1,42,133.79242398613573,101.49819816609454
0,LiPO,5.0983,10.4927,1,1,144.65758064127422,102.14964796619476
0,LiSbO,3.1975,6.7853,2,1,133.59760065823116,97.26134854081653
0,LiVO,0.8885,4.4615,1,9,137.72481310678208,102.13287603100592
0,MgSiO,4.3849,11.9627,2,1,146.20230637242136,102.7482884861313
0,MgSnO,3.1142,6.9798,1,1,132.33970090756594,96.6449962376727
0,MgTiO,2.2471,6.1048,1,1,138.174443836668,99.40872191349635
0,NaNbO,0.3823,3.6723,11,1,154.98194274494205,105.71218888979624
0,NaPO,4.9891,7.9228,1,1,160.61928123979914,107.19047128073292
0,NaSbO,2.839,5.4444,1,1,148.94690338774606,103.75605728531164
0,NaTaO,0.6194,4.7496,1,1,156.7233588825814,106.2042119303895
0,NaVO,0.8447,3.9438,1,1,158.0804923601248,108.76245305501534
0,PbHfO,3.9373,8.1765,20,20,157.78903351390184,106.4908447255316
0,PbSiO,8.0422,10.9616,17,1,179.98124354811355,109.47057564276719
0,PbSnO,5.8323,8.7861,28,1,156.37691687467702,106.10917584055989
0,PbTiO,4.6655,7.7347,54,1,171.04944963631286,113.63699752602885
0,RbAsO,1.8514,1.711,1,14,179.9927991494114,109.46898547856253
0,RbNbO,0.3618,3.8894,1,1,178.5537532947235,109.63824738519513
0,RbPO,-2.2974,4.2848,7,1,134.4525217547717,64.57193314264376
0,RbSbO,2.6151,2.6307,1,1,179.80666515469,109.47033163831749
0,RbTaO,0.8289,4.2351,1,1,179.97727158941873,109.47051510618451
0,RbVO,-1.0773,2.9322,1,12,170.19287617904922,97.57763062917672
0,ScAlO,4.4092,10.1878,1,1,142.43933024846416,101.25313466479301
0,ScInO,3.0253,7.4567,1,1,123.14470940688189,100.14209161759725
0,ScTlO,2.8622,5.3756,1,1,118.58866820713301,99.07255466881325
0,SnGeO,6.7959,7.0874,32,1,161.3227746811318,109.14381363400528
0,SnHfO,4.9606,8.2082,53,32,152.8547410520624,105.0645575748231
0,SnSiO,9.3646,11.6232,10,1,179.97450265961436,109.47070272876064
0,SnSnO,6.8582,9.2551,52,1,152.0330459374952,104.80317453455173
0,SnTiO,5.3341,7.4956,12,1,166.28454445726274,115.60641056830842
0,SnZrO,6.3441,9.4702,53,32,150.40603422979203,104.26284705604597
0,SrGeO,3.2615,5.5084,1,1,171.37125993347496,109.01264457725426
0,SrSiO,4.5885,9.3006,1,1,179.99706845321342,109.47061914212941
0,SrSnO,3.0745,6.5828,8,1,155.38799387901074,105.82887108071573
0,SrTiO,2.3266,5.7477,4,1,170.09717533856136,108.86864573408307
0,SrZrO,2.5459,7.8713,8,1,154.45546265607268,105.55505352685805
0,YGaO,2.9837,8.9077,1,1,145.8037720613144,102.59559337042636
0,YInO,2.4258,6.6854,12,1,131.74989105361206,103.67795056830624
0,YTlO,2.1014,4.4663,1,1,126.21983021270603,102.23596234053718
0,ZnGeO,2.8484,6.5511,1,1,137.88248634440316,99.27539216939442
0,ZnSiO,4.3616,10.1191,1,1,143.8079538271127,101.81148449809491
0,ZnTiO,1.7294,5.6874,12,1,136.03348491049294,98.42421018268166
0,ZnZrO,2.3395,7.7156,12,1,130.4237659379769,95.67929925927022
